disease,text
eczema,"Presentation: red, inflamed rash with small bumps on on the trunk and limbs. Patient feels the skin is tight and raw after scratching. Course: variable, with periods of calm and sudden flare-ups; commonly sometimes worsened by sweating or heat."
eczema,"Symptoms include clusters of small, itchy bumps that may become raw at around the eyes and eyelids. The individual feels unbearably itchy, especially at night — the eczema is mild and intermittent and can be aggravated by certain fabrics like wool."
eczema,"The patient has clusters of small, itchy bumps that may become raw located on the palms and soles; the person has pain and tenderness from cracks and fissures. The condition is chronic, requiring ongoing moisturization and care and often worse in dry or cold weather."
eczema,Areas of skin that are tender and sore appearing on the face and scalp (common in babies). The patient has pain and tenderness from cracks and fissures and describes the disease as severe and persistent. May be triggered by hot showers or harsh cleansers.
eczema,"Presentation: intensely itchy, dry and scaly patches of skin on on the trunk and limbs. Patient feels unbearably itchy, especially at night. Course: chronic, requiring ongoing moisturization and care; commonly sometimes flares after infections or insect bites."
eczema,In skin creases and folds show patches of skin that are rough and scaly; patient notes they has pain and tenderness from cracks and fissures. This is typically mild and intermittent and may be triggered by hot showers or harsh cleansers.
eczema,"The patient has faintly discolored patches that are darker or lighter than surrounding skin located in skin creases and folds; the person has pain and tenderness from cracks and fissures. The condition is chronic, requiring ongoing moisturization and care and can worsen during periods of hormonal change."
eczema,"On the hands and fingers show dry, cracked skin that may bleed or ooze; patient notes they reports anxiety and frustration about frequent flare-ups. This is typically severe and persistent and linked to exposure to allergens like dust and pollen."
eczema,"Symptoms include patches of skin that are rough and scaly at on the face and scalp (common in babies). The individual experiences sharp stinging when skin is broken — the eczema is chronic, requiring ongoing moisturization and care and sometimes flares after infections or insect bites."
eczema,"Skin that flakes, crusts, or forms scabs appearing inside the elbows and behind the knees. The patient feels unbearably itchy, especially at night and describes the disease as mild and intermittent. May flare with stress or lack of sleep."
eczema,In skin creases and folds show faintly discolored patches that are darker or lighter than surrounding skin; patient notes they notices intense pruritus that triggers scratching. This is typically moderate with frequent flares and can worsen during periods of hormonal change.
eczema,"Symptoms include dry, cracked skin that may bleed or ooze at around the eyes and eyelids. The individual experiences social discomfort and reduced quality of life — the eczema is severe and persistent and may flare with stress or lack of sleep."
eczema,"On the wrists and ankles show clusters of small, itchy bumps that may become raw; patient notes they experiences social discomfort and reduced quality of life. This is typically severe and persistent and sometimes flares after infections or insect bites."
eczema,"The patient has skin that flakes, crusts, or forms scabs located on the palms and soles; the person experiences social discomfort and reduced quality of life. The condition is severe and persistent and often flares after contact with irritants or chemicals."
eczema,"Patches of skin that are rough and scaly appearing around the eyes and eyelids. The patient reports constant discomfort and burning sensation and describes the disease as variable, with periods of calm and sudden flare-ups. Can worsen during periods of hormonal change."
eczema,"On exposed areas like the forearms show intensely itchy, dry and scaly patches of skin; patient notes they notices intense pruritus that triggers scratching. This is typically severe and persistent and can worsen during periods of hormonal change."
eczema,"Inside the elbows and behind the knees show thickened, leathery skin from repeated scratching; patient notes they experiences social discomfort and reduced quality of life. This is typically variable, with periods of calm and sudden flare-ups and may flare with stress or lack of sleep."
eczema,"On the trunk and limbs show clusters of small, itchy bumps that may become raw; patient notes they feels self-conscious and embarrassed about visible patches. This is typically moderate with frequent flares and often worse in dry or cold weather."
eczema,"Symptoms include red, inflamed rash with small bumps at on the neck and chest. The individual feels unbearably itchy, especially at night — the eczema is variable, with periods of calm and sudden flare-ups and linked to exposure to allergens like dust and pollen."
eczema,"On the trunk and limbs show dry, cracked skin that may bleed or ooze; patient notes they experiences sharp stinging when skin is broken. This is typically variable, with periods of calm and sudden flare-ups and sometimes flares after infections or insect bites."
eczema,"Inside the elbows and behind the knees show faintly discolored patches that are darker or lighter than surrounding skin; patient notes they feels self-conscious and embarrassed about visible patches. This is typically chronic, requiring ongoing moisturization and care and sometimes worsened by sweating or heat."
eczema,"Presentation: patches of skin that are rough and scaly on on the palms and soles. Patient feels the skin is tight and raw after scratching. Course: variable, with periods of calm and sudden flare-ups; commonly linked to exposure to allergens like dust and pollen."
eczema,"Faintly discolored patches that are darker or lighter than surrounding skin appearing in skin creases and folds. The patient feels restless and loses sleep due to the itch and describes the disease as chronic, requiring ongoing moisturization and care. Linked to exposure to allergens like dust and pollen."
eczema,"On the palms and soles show clusters of small, itchy bumps that may become raw; patient notes they experiences sharp stinging when skin is broken. This is typically moderate with frequent flares and can be aggravated by certain fabrics like wool."
eczema,Symptoms include blistering or weeping lesions in acute flares at on the neck and chest. The individual has pain and tenderness from cracks and fissures — the eczema is severe and persistent and sometimes worsened by sweating or heat.
eczema,"Patches of skin that are rough and scaly appearing on the palms and soles. The patient feels restless and loses sleep due to the itch and describes the disease as chronic, requiring ongoing moisturization and care. Can be aggravated by certain fabrics like wool."
eczema,"Red, inflamed rash with small bumps appearing on exposed areas like the forearms. The patient feels the skin is tight and raw after scratching and describes the disease as variable, with periods of calm and sudden flare-ups. May be triggered by hot showers or harsh cleansers."
eczema,"Dry, cracked skin that may bleed or ooze appearing on the wrists and ankles. The patient feels unbearably itchy, especially at night and describes the disease as severe and persistent. Frequently triggered by soaps, detergents, or fragrances."
eczema,On the wrists and ankles show faintly discolored patches that are darker or lighter than surrounding skin; patient notes they notices intense pruritus that triggers scratching. This is typically moderate with frequent flares and sometimes worsened by sweating or heat.
eczema,"In skin creases and folds show blistering or weeping lesions in acute flares; patient notes they has pain and tenderness from cracks and fissures. This is typically moderate with frequent flares and frequently triggered by soaps, detergents, or fragrances."
eczema,"Presentation: clusters of small, itchy bumps that may become raw on on the neck and chest. Patient experiences sharp stinging when skin is broken. Course: mild and intermittent; commonly sometimes flares after infections or insect bites."
eczema,"Symptoms include thickened, leathery skin from repeated scratching at inside the elbows and behind the knees. The individual reports constant discomfort and burning sensation — the eczema is variable, with periods of calm and sudden flare-ups and linked to exposure to allergens like dust and pollen."
eczema,"Symptoms include red, inflamed rash with small bumps at on the face and scalp (common in babies). The individual feels unbearably itchy, especially at night — the eczema is chronic, requiring ongoing moisturization and care and may flare with stress or lack of sleep."
eczema,Faintly discolored patches that are darker or lighter than surrounding skin appearing on the palms and soles. The patient experiences sharp stinging when skin is broken and describes the disease as severe and persistent. Linked to exposure to allergens like dust and pollen.
eczema,"The patient has intensely itchy, dry and scaly patches of skin located on the hands and fingers; the person experiences social discomfort and reduced quality of life. The condition is moderate with frequent flares and sometimes flares after infections or insect bites."
eczema,"Symptoms include dry, cracked skin that may bleed or ooze at on the trunk and limbs. The individual feels self-conscious and embarrassed about visible patches — the eczema is mild and intermittent and may be triggered by hot showers or harsh cleansers."
eczema,"On the wrists and ankles show dry, cracked skin that may bleed or ooze; patient notes they feels unbearably itchy, especially at night. This is typically mild and intermittent and can be aggravated by certain fabrics like wool."
eczema,"On the hands and fingers show clusters of small, itchy bumps that may become raw; patient notes they feels restless and loses sleep due to the itch. This is typically severe and persistent and often flares after contact with irritants or chemicals."
eczema,"Skin that flakes, crusts, or forms scabs appearing on the palms and soles. The patient feels self-conscious and embarrassed about visible patches and describes the disease as chronic, requiring ongoing moisturization and care. Often flares after contact with irritants or chemicals."
eczema,"Thickened, leathery skin from repeated scratching appearing on the hands and fingers. The patient feels restless and loses sleep due to the itch and describes the disease as moderate with frequent flares. Often flares after contact with irritants or chemicals."
eczema,"Presentation: dry, cracked skin that may bleed or ooze on inside the elbows and behind the knees. Patient feels restless and loses sleep due to the itch. Course: severe and persistent; commonly can worsen during periods of hormonal change."
eczema,"Dry, cracked skin that may bleed or ooze appearing on exposed areas like the forearms. The patient reports anxiety and frustration about frequent flare-ups and describes the disease as variable, with periods of calm and sudden flare-ups. Sometimes flares after infections or insect bites."
eczema,"Symptoms include red, inflamed rash with small bumps at on the trunk and limbs. The individual reports constant discomfort and burning sensation — the eczema is moderate with frequent flares and may flare with stress or lack of sleep."
eczema,"Presentation: patches of skin that are rough and scaly on on the neck and chest. Patient feels unbearably itchy, especially at night. Course: severe and persistent; commonly may be triggered by hot showers or harsh cleansers."
eczema,On the wrists and ankles show faintly discolored patches that are darker or lighter than surrounding skin; patient notes they feels restless and loses sleep due to the itch. This is typically severe and persistent and can worsen during periods of hormonal change.
eczema,"The patient has intensely itchy, dry and scaly patches of skin located on the wrists and ankles; the person feels restless and loses sleep due to the itch. The condition is moderate with frequent flares and often worse in dry or cold weather."
eczema,"Faintly discolored patches that are darker or lighter than surrounding skin appearing on the wrists and ankles. The patient feels self-conscious and embarrassed about visible patches and describes the disease as variable, with periods of calm and sudden flare-ups. Sometimes flares after infections or insect bites."
eczema,"Presentation: red, inflamed rash with small bumps on on the wrists and ankles. Patient feels restless and loses sleep due to the itch. Course: chronic, requiring ongoing moisturization and care; commonly sometimes worsened by sweating or heat."
eczema,"Dry, cracked skin that may bleed or ooze appearing on the palms and soles. The patient feels self-conscious and embarrassed about visible patches and describes the disease as variable, with periods of calm and sudden flare-ups. Can worsen during periods of hormonal change."
eczema,"Presentation: areas of skin that are tender and sore on in skin creases and folds. Patient notices intense pruritus that triggers scratching. Course: chronic, requiring ongoing moisturization and care; commonly sometimes worsened by sweating or heat."
eczema,"Clusters of small, itchy bumps that may become raw appearing on the hands and fingers. The patient feels the skin is tight and raw after scratching and describes the disease as variable, with periods of calm and sudden flare-ups. Sometimes flares after infections or insect bites."
eczema,"On exposed areas like the forearms show red, inflamed rash with small bumps; patient notes they reports constant discomfort and burning sensation. This is typically mild and intermittent and sometimes flares after infections or insect bites."
eczema,"Thickened, leathery skin from repeated scratching appearing on exposed areas like the forearms. The patient feels the skin is tight and raw after scratching and describes the disease as moderate with frequent flares. May flare with stress or lack of sleep."
eczema,"Symptoms include skin that flakes, crusts, or forms scabs at on the palms and soles. The individual reports constant discomfort and burning sensation — the eczema is moderate with frequent flares and can worsen during periods of hormonal change."
eczema,"Presentation: red, inflamed rash with small bumps on in skin creases and folds. Patient notices intense pruritus that triggers scratching. Course: mild and intermittent; commonly often flares after contact with irritants or chemicals."
eczema,"On the trunk and limbs show skin that flakes, crusts, or forms scabs; patient notes they notices intense pruritus that triggers scratching. This is typically chronic, requiring ongoing moisturization and care and often worse in dry or cold weather."
eczema,"The patient has faintly discolored patches that are darker or lighter than surrounding skin located on the wrists and ankles; the person feels unbearably itchy, especially at night. The condition is variable, with periods of calm and sudden flare-ups and can be aggravated by certain fabrics like wool."
eczema,"Thickened, leathery skin from repeated scratching appearing on exposed areas like the forearms. The patient reports constant discomfort and burning sensation and describes the disease as mild and intermittent. May be triggered by hot showers or harsh cleansers."
eczema,"The patient has red, inflamed rash with small bumps located in skin creases and folds; the person feels unbearably itchy, especially at night. The condition is mild and intermittent and often flares after contact with irritants or chemicals."
eczema,Blistering or weeping lesions in acute flares appearing on the trunk and limbs. The patient feels self-conscious and embarrassed about visible patches and describes the disease as moderate with frequent flares. May be triggered by hot showers or harsh cleansers.
eczema,"On the palms and soles show areas of skin that are tender and sore; patient notes they reports anxiety and frustration about frequent flare-ups. This is typically variable, with periods of calm and sudden flare-ups and frequently triggered by soaps, detergents, or fragrances."
eczema,"Symptoms include dry, cracked skin that may bleed or ooze at around the eyes and eyelids. The individual reports constant discomfort and burning sensation — the eczema is moderate with frequent flares and sometimes flares after infections or insect bites."
eczema,"Skin that flakes, crusts, or forms scabs appearing on the face and scalp (common in babies). The patient experiences sharp stinging when skin is broken and describes the disease as mild and intermittent. Often worse in dry or cold weather."
eczema,"Presentation: faintly discolored patches that are darker or lighter than surrounding skin on in skin creases and folds. Patient reports anxiety and frustration about frequent flare-ups. Course: chronic, requiring ongoing moisturization and care; commonly may be triggered by hot showers or harsh cleansers."
eczema,"Presentation: thickened, leathery skin from repeated scratching on on the palms and soles. Patient feels restless and loses sleep due to the itch. Course: moderate with frequent flares; commonly can be aggravated by certain fabrics like wool."
eczema,"Presentation: red, inflamed rash with small bumps on inside the elbows and behind the knees. Patient reports anxiety and frustration about frequent flare-ups. Course: chronic, requiring ongoing moisturization and care; commonly often worse in dry or cold weather."
eczema,"Symptoms include thickened, leathery skin from repeated scratching at on the hands and fingers. The individual reports constant discomfort and burning sensation — the eczema is chronic, requiring ongoing moisturization and care and often worse in dry or cold weather."
eczema,"Symptoms include clusters of small, itchy bumps that may become raw at inside the elbows and behind the knees. The individual experiences sharp stinging when skin is broken — the eczema is mild and intermittent and may be triggered by hot showers or harsh cleansers."
eczema,"In skin creases and folds show thickened, leathery skin from repeated scratching; patient notes they experiences sharp stinging when skin is broken. This is typically mild and intermittent and may flare with stress or lack of sleep."
eczema,On the neck and chest show blistering or weeping lesions in acute flares; patient notes they experiences social discomfort and reduced quality of life. This is typically severe and persistent and can worsen during periods of hormonal change.
eczema,Presentation: patches of skin that are rough and scaly on on the neck and chest. Patient has pain and tenderness from cracks and fissures. Course: moderate with frequent flares; commonly sometimes flares after infections or insect bites.
eczema,On the wrists and ankles show areas of skin that are tender and sore; patient notes they has pain and tenderness from cracks and fissures. This is typically mild and intermittent and sometimes flares after infections or insect bites.
eczema,"Dry, cracked skin that may bleed or ooze appearing on the trunk and limbs. The patient feels the skin is tight and raw after scratching and describes the disease as variable, with periods of calm and sudden flare-ups. Often worse in dry or cold weather."
eczema,"Presentation: areas of skin that are tender and sore on in skin creases and folds. Patient feels restless and loses sleep due to the itch. Course: variable, with periods of calm and sudden flare-ups; commonly may be triggered by hot showers or harsh cleansers."
eczema,"Presentation: blistering or weeping lesions in acute flares on on the trunk and limbs. Patient feels self-conscious and embarrassed about visible patches. Course: chronic, requiring ongoing moisturization and care; commonly often flares after contact with irritants or chemicals."
eczema,"On the wrists and ankles show thickened, leathery skin from repeated scratching; patient notes they feels self-conscious and embarrassed about visible patches. This is typically variable, with periods of calm and sudden flare-ups and often worse in dry or cold weather."
eczema,"Symptoms include areas of skin that are tender and sore at on the trunk and limbs. The individual feels the skin is tight and raw after scratching — the eczema is chronic, requiring ongoing moisturization and care and may flare with stress or lack of sleep."
eczema,"Symptoms include thickened, leathery skin from repeated scratching at on the wrists and ankles. The individual experiences sharp stinging when skin is broken — the eczema is severe and persistent and frequently triggered by soaps, detergents, or fragrances."
eczema,Patches of skin that are rough and scaly appearing on the hands and fingers. The patient feels the skin is tight and raw after scratching and describes the disease as moderate with frequent flares. Often worse in dry or cold weather.
eczema,"Presentation: areas of skin that are tender and sore on on exposed areas like the forearms. Patient experiences social discomfort and reduced quality of life. Course: mild and intermittent; commonly frequently triggered by soaps, detergents, or fragrances."
eczema,"Clusters of small, itchy bumps that may become raw appearing in skin creases and folds. The patient experiences sharp stinging when skin is broken and describes the disease as variable, with periods of calm and sudden flare-ups. Sometimes worsened by sweating or heat."
eczema,"Symptoms include blistering or weeping lesions in acute flares at inside the elbows and behind the knees. The individual experiences sharp stinging when skin is broken — the eczema is moderate with frequent flares and frequently triggered by soaps, detergents, or fragrances."
eczema,"On exposed areas like the forearms show thickened, leathery skin from repeated scratching; patient notes they experiences sharp stinging when skin is broken. This is typically variable, with periods of calm and sudden flare-ups and sometimes worsened by sweating or heat."
eczema,"Patches of skin that are rough and scaly appearing on the wrists and ankles. The patient reports anxiety and frustration about frequent flare-ups and describes the disease as variable, with periods of calm and sudden flare-ups. Sometimes flares after infections or insect bites."
eczema,"Symptoms include blistering or weeping lesions in acute flares at on the wrists and ankles. The individual feels restless and loses sleep due to the itch — the eczema is chronic, requiring ongoing moisturization and care and often flares after contact with irritants or chemicals."
eczema,"Red, inflamed rash with small bumps appearing on the palms and soles. The patient feels restless and loses sleep due to the itch and describes the disease as moderate with frequent flares. Linked to exposure to allergens like dust and pollen."
eczema,The patient has areas of skin that are tender and sore located inside the elbows and behind the knees; the person experiences social discomfort and reduced quality of life. The condition is moderate with frequent flares and may flare with stress or lack of sleep.
eczema,"Blistering or weeping lesions in acute flares appearing in skin creases and folds. The patient experiences social discomfort and reduced quality of life and describes the disease as chronic, requiring ongoing moisturization and care. May be triggered by hot showers or harsh cleansers."
eczema,"On the neck and chest show dry, cracked skin that may bleed or ooze; patient notes they feels restless and loses sleep due to the itch. This is typically moderate with frequent flares and may be triggered by hot showers or harsh cleansers."
eczema,"Symptoms include thickened, leathery skin from repeated scratching at on the palms and soles. The individual feels the skin is tight and raw after scratching — the eczema is severe and persistent and can be aggravated by certain fabrics like wool."
eczema,Presentation: faintly discolored patches that are darker or lighter than surrounding skin on on the palms and soles. Patient feels self-conscious and embarrassed about visible patches. Course: severe and persistent; commonly may flare with stress or lack of sleep.
eczema,"On the palms and soles show skin that flakes, crusts, or forms scabs; patient notes they feels self-conscious and embarrassed about visible patches. This is typically chronic, requiring ongoing moisturization and care and often worse in dry or cold weather."
eczema,"Presentation: intensely itchy, dry and scaly patches of skin on on the hands and fingers. Patient feels unbearably itchy, especially at night. Course: mild and intermittent; commonly may be triggered by hot showers or harsh cleansers."
eczema,"On the hands and fingers show thickened, leathery skin from repeated scratching; patient notes they feels self-conscious and embarrassed about visible patches. This is typically mild and intermittent and sometimes worsened by sweating or heat."
eczema,"Symptoms include faintly discolored patches that are darker or lighter than surrounding skin at around the eyes and eyelids. The individual feels unbearably itchy, especially at night — the eczema is chronic, requiring ongoing moisturization and care and can worsen during periods of hormonal change."
eczema,"Symptoms include faintly discolored patches that are darker or lighter than surrounding skin at inside the elbows and behind the knees. The individual feels unbearably itchy, especially at night — the eczema is chronic, requiring ongoing moisturization and care and sometimes flares after infections or insect bites."
eczema,"Intensely itchy, dry and scaly patches of skin appearing inside the elbows and behind the knees. The patient feels the skin is tight and raw after scratching and describes the disease as severe and persistent. Sometimes flares after infections or insect bites."
eczema,"The patient has intensely itchy, dry and scaly patches of skin located in skin creases and folds; the person reports anxiety and frustration about frequent flare-ups. The condition is moderate with frequent flares and frequently triggered by soaps, detergents, or fragrances."
eczema,"On the face and scalp (common in babies) show skin that flakes, crusts, or forms scabs; patient notes they experiences sharp stinging when skin is broken. This is typically moderate with frequent flares and can worsen during periods of hormonal change."
eczema,"Blistering or weeping lesions in acute flares appearing around the eyes and eyelids. The patient has pain and tenderness from cracks and fissures and describes the disease as variable, with periods of calm and sudden flare-ups. Frequently triggered by soaps, detergents, or fragrances."
eczema,Areas of skin that are tender and sore appearing on the palms and soles. The patient experiences social discomfort and reduced quality of life and describes the disease as moderate with frequent flares. Sometimes worsened by sweating or heat.
eczema,"Symptoms include red, inflamed rash with small bumps at inside the elbows and behind the knees. The individual reports constant discomfort and burning sensation — the eczema is variable, with periods of calm and sudden flare-ups and may be triggered by hot showers or harsh cleansers."
eczema,"The patient has skin that flakes, crusts, or forms scabs located on the palms and soles; the person feels unbearably itchy, especially at night. The condition is mild and intermittent and may flare with stress or lack of sleep."
eczema,"On the trunk and limbs show faintly discolored patches that are darker or lighter than surrounding skin; patient notes they feels restless and loses sleep due to the itch. This is typically chronic, requiring ongoing moisturization and care and frequently triggered by soaps, detergents, or fragrances."
eczema,"Intensely itchy, dry and scaly patches of skin appearing on the neck and chest. The patient experiences sharp stinging when skin is broken and describes the disease as chronic, requiring ongoing moisturization and care. Often flares after contact with irritants or chemicals."
eczema,"The patient has intensely itchy, dry and scaly patches of skin located on the hands and fingers; the person has pain and tenderness from cracks and fissures. The condition is chronic, requiring ongoing moisturization and care and can worsen during periods of hormonal change."
eczema,"Presentation: dry, cracked skin that may bleed or ooze on around the eyes and eyelids. Patient feels unbearably itchy, especially at night. Course: moderate with frequent flares; commonly can worsen during periods of hormonal change."
eczema,Presentation: areas of skin that are tender and sore on on the hands and fingers. Patient has pain and tenderness from cracks and fissures. Course: moderate with frequent flares; commonly can worsen during periods of hormonal change.
eczema,"Presentation: clusters of small, itchy bumps that may become raw on on the trunk and limbs. Patient feels the skin is tight and raw after scratching. Course: severe and persistent; commonly may be triggered by hot showers or harsh cleansers."
eczema,"Symptoms include red, inflamed rash with small bumps at in skin creases and folds. The individual feels restless and loses sleep due to the itch — the eczema is mild and intermittent and frequently triggered by soaps, detergents, or fragrances."
eczema,"On the hands and fingers show thickened, leathery skin from repeated scratching; patient notes they feels restless and loses sleep due to the itch. This is typically chronic, requiring ongoing moisturization and care and can worsen during periods of hormonal change."
eczema,"Symptoms include areas of skin that are tender and sore at around the eyes and eyelids. The individual feels unbearably itchy, especially at night — the eczema is severe and persistent and often flares after contact with irritants or chemicals."
eczema,"Presentation: thickened, leathery skin from repeated scratching on around the eyes and eyelids. Patient feels the skin is tight and raw after scratching. Course: variable, with periods of calm and sudden flare-ups; commonly may be triggered by hot showers or harsh cleansers."
eczema,"Presentation: clusters of small, itchy bumps that may become raw on on the trunk and limbs. Patient reports constant discomfort and burning sensation. Course: chronic, requiring ongoing moisturization and care; commonly can be aggravated by certain fabrics like wool."
eczema,"Presentation: red, inflamed rash with small bumps on on the hands and fingers. Patient has pain and tenderness from cracks and fissures. Course: moderate with frequent flares; commonly may be triggered by hot showers or harsh cleansers."
eczema,"The patient has areas of skin that are tender and sore located around the eyes and eyelids; the person feels restless and loses sleep due to the itch. The condition is mild and intermittent and frequently triggered by soaps, detergents, or fragrances."
eczema,"Presentation: blistering or weeping lesions in acute flares on on the palms and soles. Patient feels restless and loses sleep due to the itch. Course: severe and persistent; commonly frequently triggered by soaps, detergents, or fragrances."
eczema,"On the face and scalp (common in babies) show red, inflamed rash with small bumps; patient notes they reports anxiety and frustration about frequent flare-ups. This is typically variable, with periods of calm and sudden flare-ups and sometimes flares after infections or insect bites."
eczema,"Skin that flakes, crusts, or forms scabs appearing on the trunk and limbs. The patient reports constant discomfort and burning sensation and describes the disease as mild and intermittent. Frequently triggered by soaps, detergents, or fragrances."
eczema,"Symptoms include skin that flakes, crusts, or forms scabs at on the hands and fingers. The individual experiences social discomfort and reduced quality of life — the eczema is chronic, requiring ongoing moisturization and care and linked to exposure to allergens like dust and pollen."
eczema,"On the wrists and ankles show intensely itchy, dry and scaly patches of skin; patient notes they reports anxiety and frustration about frequent flare-ups. This is typically variable, with periods of calm and sudden flare-ups and frequently triggered by soaps, detergents, or fragrances."
eczema,"Presentation: thickened, leathery skin from repeated scratching on on exposed areas like the forearms. Patient feels the skin is tight and raw after scratching. Course: moderate with frequent flares; commonly may be triggered by hot showers or harsh cleansers."
eczema,"Presentation: dry, cracked skin that may bleed or ooze on on the wrists and ankles. Patient has pain and tenderness from cracks and fissures. Course: severe and persistent; commonly often flares after contact with irritants or chemicals."
eczema,"Red, inflamed rash with small bumps appearing on the face and scalp (common in babies). The patient reports anxiety and frustration about frequent flare-ups and describes the disease as severe and persistent. May be triggered by hot showers or harsh cleansers."
eczema,Symptoms include faintly discolored patches that are darker or lighter than surrounding skin at on the hands and fingers. The individual feels restless and loses sleep due to the itch — the eczema is severe and persistent and sometimes worsened by sweating or heat.
eczema,"Presentation: clusters of small, itchy bumps that may become raw on on exposed areas like the forearms. Patient experiences sharp stinging when skin is broken. Course: variable, with periods of calm and sudden flare-ups; commonly frequently triggered by soaps, detergents, or fragrances."
eczema,Symptoms include blistering or weeping lesions in acute flares at inside the elbows and behind the knees. The individual reports anxiety and frustration about frequent flare-ups — the eczema is severe and persistent and can worsen during periods of hormonal change.
eczema,"Presentation: patches of skin that are rough and scaly on on the palms and soles. Patient feels restless and loses sleep due to the itch. Course: variable, with periods of calm and sudden flare-ups; commonly can worsen during periods of hormonal change."
eczema,Blistering or weeping lesions in acute flares appearing around the eyes and eyelids. The patient experiences social discomfort and reduced quality of life and describes the disease as moderate with frequent flares. Often flares after contact with irritants or chemicals.
eczema,"On the trunk and limbs show dry, cracked skin that may bleed or ooze; patient notes they feels restless and loses sleep due to the itch. This is typically severe and persistent and often flares after contact with irritants or chemicals."
eczema,"Thickened, leathery skin from repeated scratching appearing around the eyes and eyelids. The patient reports anxiety and frustration about frequent flare-ups and describes the disease as severe and persistent. May be triggered by hot showers or harsh cleansers."
eczema,"Presentation: red, inflamed rash with small bumps on on exposed areas like the forearms. Patient experiences sharp stinging when skin is broken. Course: chronic, requiring ongoing moisturization and care; commonly sometimes flares after infections or insect bites."
eczema,"Skin that flakes, crusts, or forms scabs appearing inside the elbows and behind the knees. The patient notices intense pruritus that triggers scratching and describes the disease as moderate with frequent flares. Often flares after contact with irritants or chemicals."
eczema,"Presentation: red, inflamed rash with small bumps on on the trunk and limbs. Patient notices intense pruritus that triggers scratching. Course: moderate with frequent flares; commonly can be aggravated by certain fabrics like wool."
eczema,"Symptoms include blistering or weeping lesions in acute flares at on the face and scalp (common in babies). The individual reports anxiety and frustration about frequent flare-ups — the eczema is variable, with periods of calm and sudden flare-ups and frequently triggered by soaps, detergents, or fragrances."
eczema,"On the palms and soles show clusters of small, itchy bumps that may become raw; patient notes they experiences social discomfort and reduced quality of life. This is typically variable, with periods of calm and sudden flare-ups and sometimes flares after infections or insect bites."
eczema,"In skin creases and folds show areas of skin that are tender and sore; patient notes they feels unbearably itchy, especially at night. This is typically severe and persistent and sometimes flares after infections or insect bites."
eczema,"On the hands and fingers show red, inflamed rash with small bumps; patient notes they experiences sharp stinging when skin is broken. This is typically severe and persistent and may flare with stress or lack of sleep."
eczema,"The patient has intensely itchy, dry and scaly patches of skin located on exposed areas like the forearms; the person reports anxiety and frustration about frequent flare-ups. The condition is severe and persistent and may be triggered by hot showers or harsh cleansers."
eczema,"On the hands and fingers show intensely itchy, dry and scaly patches of skin; patient notes they has pain and tenderness from cracks and fissures. This is typically moderate with frequent flares and sometimes flares after infections or insect bites."
eczema,"Skin that flakes, crusts, or forms scabs appearing on exposed areas like the forearms. The patient experiences social discomfort and reduced quality of life and describes the disease as moderate with frequent flares. Often flares after contact with irritants or chemicals."
eczema,"Areas of skin that are tender and sore appearing on the palms and soles. The patient experiences social discomfort and reduced quality of life and describes the disease as chronic, requiring ongoing moisturization and care. May flare with stress or lack of sleep."
eczema,"The patient has intensely itchy, dry and scaly patches of skin located on the palms and soles; the person reports constant discomfort and burning sensation. The condition is severe and persistent and may be triggered by hot showers or harsh cleansers."
eczema,"Symptoms include red, inflamed rash with small bumps at on the face and scalp (common in babies). The individual feels restless and loses sleep due to the itch — the eczema is severe and persistent and linked to exposure to allergens like dust and pollen."
eczema,"The patient has thickened, leathery skin from repeated scratching located in skin creases and folds; the person notices intense pruritus that triggers scratching. The condition is severe and persistent and often flares after contact with irritants or chemicals."
eczema,The patient has faintly discolored patches that are darker or lighter than surrounding skin located on the palms and soles; the person feels restless and loses sleep due to the itch. The condition is mild and intermittent and can be aggravated by certain fabrics like wool.
eczema,"Presentation: red, inflamed rash with small bumps on inside the elbows and behind the knees. Patient feels restless and loses sleep due to the itch. Course: mild and intermittent; commonly may flare with stress or lack of sleep."
eczema,"On the face and scalp (common in babies) show skin that flakes, crusts, or forms scabs; patient notes they feels the skin is tight and raw after scratching. This is typically moderate with frequent flares and linked to exposure to allergens like dust and pollen."
eczema,"Presentation: areas of skin that are tender and sore on on the palms and soles. Patient experiences sharp stinging when skin is broken. Course: variable, with periods of calm and sudden flare-ups; commonly may flare with stress or lack of sleep."
eczema,"Symptoms include areas of skin that are tender and sore at on the trunk and limbs. The individual feels unbearably itchy, especially at night — the eczema is chronic, requiring ongoing moisturization and care and sometimes worsened by sweating or heat."
eczema,"Presentation: clusters of small, itchy bumps that may become raw on on the trunk and limbs. Patient reports anxiety and frustration about frequent flare-ups. Course: mild and intermittent; commonly sometimes worsened by sweating or heat."
eczema,Presentation: blistering or weeping lesions in acute flares on on the hands and fingers. Patient experiences social discomfort and reduced quality of life. Course: mild and intermittent; commonly sometimes flares after infections or insect bites.
eczema,"Patches of skin that are rough and scaly appearing around the eyes and eyelids. The patient experiences sharp stinging when skin is broken and describes the disease as variable, with periods of calm and sudden flare-ups. Frequently triggered by soaps, detergents, or fragrances."
eczema,"In skin creases and folds show faintly discolored patches that are darker or lighter than surrounding skin; patient notes they feels restless and loses sleep due to the itch. This is typically chronic, requiring ongoing moisturization and care and may be triggered by hot showers or harsh cleansers."
